,longitude,latitude,arvT,levT,stayTime,distance
356,110.312782,25.316812,5/27/2019 18:16,5/27/2019 18:37,1242,0
357,110.318016,25.285524,5/27/2019 18:52,5/27/2019 18:57,326,0
358,110.322563,25.275667,5/27/2019 19:07,5/27/2019 21:04,7059,0.222389853
359,110.315368,25.268896,5/27/2019 21:16,5/27/2019 23:41,8702,0
360,110.303855,25.318115,5/29/2019 17:08,5/30/2019 15:11,79429,0
361,110.313781,25.347974,5/30/2019 16:42,5/30/2019 16:57,942,0
362,110.313774,25.347951,5/31/2019 11:07,5/31/2019 12:32,5103,0
363,110.303947,25.351961,5/31/2019 12:37,5/31/2019 13:34,3441,0
364,110.288505,25.286222,5/31/2019 14:17,5/31/2019 14:33,929,0
365,110.288497,25.286214,5/31/2019 14:33,5/31/2019 14:39,385,0
366,110.288513,25.286176,5/31/2019 14:55,5/31/2019 15:20,1493,0
367,110.288551,25.286067,5/31/2019 15:26,5/31/2019 15:41,899,0
368,110.288528,25.286134,5/31/2019 16:05,5/31/2019 16:16,671,0
369,110.28852,25.286291,5/31/2019 16:54,5/31/2019 19:38,9817,0
370,110.288551,25.28626,5/31/2019 19:38,5/31/2019 19:44,387,0
371,110.305686,25.34937,5/31/2019 20:04,5/31/2019 20:24,1206,0
